position,blob_index,val,depo_t,depo_x,depo_y,depo_z,blob_t,blob_x,blob_y,blob_z,dt,dx,dy,dz
X250_Y300_Z100,0,666.088623046875,893.8583992000976,2000.2965612798437,3000.0,1000.0,893.0,2001.6699999999996,3010.4915901921936,994.7523027132456,-0.8583992000975513,1.3734387201559457,10.491590192193598,-5.247697286754374
X250_Y300_Z100,2,898.5670776367188,895.5587573451356,1997.5759882477828,3000.0,1000.0,895.0,1998.4699999999998,3014.543573983692,995.6981411030431,-0.558757345135632,0.8940117522170112,14.543573983692113,-4.301858896956901
X280_Y300_Z100,2,3833.26904296875,710.1300381666331,2294.261938933387,3000.0,1000.0,711.0,2292.87,2998.491900178759,998.9052863820217,0.869961833366915,-1.3919389333868821,-1.5080998212411032,-1.0947136179783001
X300_Y300_Z100,0,4220.3212890625,581.9115081104098,2499.411587023344,3000.0,1000.0,581.0,2500.87,3002.7163389033094,1001.4710001845608,-0.9115081104098408,1.4584129766558362,2.7163389033094063,1.4710001845608076
X310_Y300_Z100,0,9335.6591796875,519.9047659930105,2598.622374411183,3000.0,1000.0,519.0,2600.0699999999997,2997.3833657706105,1001.4710015675637,-0.9047659930105283,1.4476255888166634,-2.616634229389547,1.4710015675636896
X310_Y300_Z100,2,8548.1103515625,522.1011433596623,2595.10817062454,3000.0,1000.0,523.0,2593.6699999999996,2998.4918993513984,1001.4609370165326,0.8988566403377263,-1.438170624540362,-1.5081006486016122,1.4609370165326254
X320_Y300_Z100,0,15556.8974609375,457.89040255802786,2697.845355907155,3000.0,1000.0,457.0,2699.2699999999995,2998.4918993513984,1001.4609370165326,-0.8904025580278585,1.4246440928445736,-1.5081006486016122,1.4609370165326254
X320_Y300_Z100,2,4631.76220703125,460.0519298550558,2694.3869122319106,3000.0,1000.0,461.0,2692.87,2994.183450019061,1001.4710013948827,0.9480701449442108,-1.5169122319107373,-5.816549980938817,1.4710013948827054
X330_Y300_Z100,0,372.13885498046875,393.0,2801.6699999999996,3000.0,1000.0,393.0,2801.6699999999996,3002.4917966715934,1003.0582690577668,0.0,0.0,2.49179667159342,3.058269057766779
X340_Y300_Z100,2,16812.232421875,334.02139376893797,2896.035769969699,3000.0,1000.0,335.0,2894.47,3002.8003471430493,1001.471000189072,0.9786062310620309,-1.5657699696989766,2.8003471430492937,1.471000189072015
X60_Y300_Z100,0,4220.3212890625,581.9115081104098,2499.411587023344,3000.0,1000.0,581.0,2500.87,3002.7163389033094,1001.4710001845608,-0.9115081104098408,1.4584129766558362,2.7163389033094063,1.4710001845608076
X70_Y300_Z100,3,0.0,2024.2756436582595,191.62897014678447,3000.0,1000.0,2025.0,190.4699999999998,3003.1060802059947,998.0941410085841,0.7243563417405312,-1.158970146784668,3.106080205994658,-1.9058589914159256
X80_Y300_Z100,0,9335.6591796875,519.9047659930105,2598.622374411183,3000.0,1000.0,519.0,2600.0699999999997,2997.3833657706105,1001.4710015675637,-0.9047659930105283,1.4476255888166634,-2.616634229389547,1.4710015675636896
X80_Y300_Z100,2,8548.1103515625,522.1011433596623,2595.10817062454,3000.0,1000.0,523.0,2593.6699999999996,2998.4918993513984,1001.4609370165326,0.8988566403377263,-1.438170624540362,-1.5081006486016122,1.4609370165326254
X90_Y300_Z100,4,0.0,1898.342510554344,393.1219831130493,3000.0,1000.0,1899.0,392.0699999999997,1702.5253923436173,1001.4610174520307,0.6574894456559832,-1.0519831130495731,-1297.4746076563827,1.46101745203066
