region,n,x_min,x_max,x_mean,x_std,y_mean,y_std,z_mean,z_std,dx_mean,dx_std
y240p578_z217p758,34,100.0,3400.0,1750.0,981.07086,2405.7783,0.00024414062,2177.578,0.0,100.0,0.0
y240p578_z38p346,34,100.0,3400.0,1750.0,981.07086,2405.7783,0.00024414062,383.455,0.0,100.0,0.0
y240p578_z63p976,34,100.0,3400.0,1750.0,981.07086,2405.7783,0.00024414062,639.758,0.0,100.0,0.0
y240p578_z89p606,34,100.0,3400.0,1750.0,981.07086,2405.7783,0.00024414062,896.062,0.0,100.0,0.0
y307p140_z115p237,34,100.0,3400.0,1750.0,981.07086,3071.4,0.0,1152.3649,0.00012207031,100.0,0.0
y307p140_z12p715,34,100.0,3400.0,1750.0,981.07086,3071.4,0.0,127.152,0.0,100.0,0.0
y307p140_z140p867,34,100.0,3400.0,1750.0,981.07086,3071.4,0.0,1408.668,0.0,100.0,0.0
y307p140_z166p497,34,100.0,3400.0,1750.0,981.07086,3071.4,0.0,1664.972,0.0,100.0,0.0
y307p140_z192p127,34,100.0,3400.0,1750.0,981.07086,3071.4,0.0,1921.2749,0.00012207031,100.0,0.0
y307p140_z217p758,34,100.0,3400.0,1750.0,981.07086,3071.4,0.0,2177.578,0.0,100.0,0.0
y307p140_z38p346,34,100.0,3400.0,1750.0,981.07086,3071.4,0.0,383.455,0.0,100.0,0.0
y307p140_z63p976,34,100.0,3400.0,1750.0,981.07086,3071.4,0.0,639.758,0.0,100.0,0.0
y307p140_z89p606,34,100.0,3400.0,1750.0,981.07086,3071.4,0.0,896.062,0.0,100.0,0.0
y373p702_z115p237,34,100.0,3400.0,1750.0,981.07086,3737.022,0.0,1152.3649,0.00012207031,100.0,0.0
y373p702_z12p715,34,100.0,3400.0,1750.0,981.07086,3737.022,0.0,127.152,0.0,100.0,0.0
y373p702_z140p867,34,100.0,3400.0,1750.0,981.07086,3737.022,0.0,1408.668,0.0,100.0,0.0
y373p702_z166p497,34,100.0,3400.0,1750.0,981.07086,3737.022,0.0,1664.972,0.0,100.0,0.0
y373p702_z192p127,34,100.0,3400.0,1750.0,981.07086,3737.022,0.0,1921.2749,0.00012207031,100.0,0.0
y373p702_z217p758,34,100.0,3400.0,1750.0,981.07086,3737.022,0.0,2177.578,0.0,100.0,0.0
y373p702_z38p346,34,100.0,3400.0,1750.0,981.07086,3737.022,0.0,383.455,0.0,100.0,0.0
y373p702_z63p976,34,100.0,3400.0,1750.0,981.07086,3737.022,0.0,639.758,0.0,100.0,0.0
y373p702_z89p606,34,100.0,3400.0,1750.0,981.07086,3737.022,0.0,896.062,0.0,100.0,0.0
y40p891_z115p237,34,100.0,3400.0,1750.0,981.07086,408.911,0.0,1152.3649,0.00012207031,100.0,0.0
y40p891_z12p715,34,100.0,3400.0,1750.0,981.07086,408.911,0.0,127.152,0.0,100.0,0.0
y40p891_z140p867,34,100.0,3400.0,1750.0,981.07086,408.911,0.0,1408.668,0.0,100.0,0.0
y40p891_z166p497,34,100.0,3400.0,1750.0,981.07086,408.911,0.0,1664.972,0.0,100.0,0.0
y40p891_z192p127,34,100.0,3400.0,1750.0,981.07086,408.911,0.0,1921.2749,0.00012207031,100.0,0.0
y40p891_z217p758,34,100.0,3400.0,1750.0,981.07086,408.911,0.0,2177.578,0.0,100.0,0.0
y40p891_z38p346,34,100.0,3400.0,1750.0,981.07086,408.911,0.0,383.455,0.0,100.0,0.0
y40p891_z63p976,34,100.0,3400.0,1750.0,981.07086,408.911,0.0,639.758,0.0,100.0,0.0
y40p891_z89p606,34,100.0,3400.0,1750.0,981.07086,408.911,0.0,896.062,0.0,100.0,0.0
y440p264_z115p237,34,100.0,3400.0,1750.0,981.07086,4402.644,0.0,1152.3649,0.00012207031,100.0,0.0
y440p264_z12p715,34,100.0,3400.0,1750.0,981.07086,4402.644,0.0,127.152,0.0,100.0,0.0
y440p264_z140p867,34,100.0,3400.0,1750.0,981.07086,4402.644,0.0,1408.668,0.0,100.0,0.0
y440p264_z166p497,34,100.0,3400.0,1750.0,981.07086,4402.644,0.0,1664.972,0.0,100.0,0.0
y440p264_z192p127,34,100.0,3400.0,1750.0,981.07086,4402.644,0.0,1921.2749,0.00012207031,100.0,0.0
y440p264_z217p758,34,100.0,3400.0,1750.0,981.07086,4402.644,0.0,2177.578,0.0,100.0,0.0
y440p264_z38p346,34,100.0,3400.0,1750.0,981.07086,4402.644,0.0,383.455,0.0,100.0,0.0
y440p264_z63p976,34,100.0,3400.0,1750.0,981.07086,4402.644,0.0,639.758,0.0,100.0,0.0
y440p264_z89p606,34,100.0,3400.0,1750.0,981.07086,4402.644,0.0,896.062,0.0,100.0,0.0
y506p827_z115p237,34,100.0,3400.0,1750.0,981.07086,5068.267,0.0,1152.3649,0.00012207031,100.0,0.0
y506p827_z12p715,34,100.0,3400.0,1750.0,981.07086,5068.267,0.0,127.152,0.0,100.0,0.0
y506p827_z140p867,34,100.0,3400.0,1750.0,981.07086,5068.267,0.0,1408.668,0.0,100.0,0.0
y506p827_z166p497,34,100.0,3400.0,1750.0,981.07086,5068.267,0.0,1664.972,0.0,100.0,0.0
y506p827_z192p127,34,100.0,3400.0,1750.0,981.07086,5068.267,0.0,1921.2749,0.00012207031,100.0,0.0
y506p827_z217p758,34,100.0,3400.0,1750.0,981.07086,5068.267,0.0,2177.578,0.0,100.0,0.0
y506p827_z38p346,34,100.0,3400.0,1750.0,981.07086,5068.267,0.0,383.455,0.0,100.0,0.0
y506p827_z63p976,34,100.0,3400.0,1750.0,981.07086,5068.267,0.0,639.758,0.0,100.0,0.0
y506p827_z89p606,34,100.0,3400.0,1750.0,981.07086,5068.267,0.0,896.062,0.0,100.0,0.0
y573p389_z115p237,34,100.0,3400.0,1750.0,981.07086,5733.889,0.0,1152.3649,0.00012207031,100.0,0.0
y573p389_z12p715,34,100.0,3400.0,1750.0,981.07086,5733.889,0.0,127.152,0.0,100.0,0.0
y573p389_z140p867,34,100.0,3400.0,1750.0,981.07086,5733.889,0.0,1408.668,0.0,100.0,0.0
y573p389_z166p497,34,100.0,3400.0,1750.0,981.07086,5733.889,0.0,1664.972,0.0,100.0,0.0
y573p389_z192p127,34,100.0,3400.0,1750.0,981.07086,5733.889,0.0,1921.2749,0.00012207031,100.0,0.0
y573p389_z217p758,34,100.0,3400.0,1750.0,981.07086,5733.889,0.0,2177.578,0.0,100.0,0.0
y573p389_z38p346,34,100.0,3400.0,1750.0,981.07086,5733.889,0.0,383.455,0.0,100.0,0.0
y573p389_z63p976,34,100.0,3400.0,1750.0,981.07086,5733.889,0.0,639.758,0.0,100.0,0.0
y573p389_z89p606,34,100.0,3400.0,1750.0,981.07086,5733.889,0.0,896.062,0.0,100.0,0.0
ALL,2754,100.0,3400.0,1750.0,981.0708,3071.4001,1718.6293,1152.365,661.7723,100.0,0.0
