region,n,x_min,x_max,x_mean,x_std,y_mean,y_std,z_mean,z_std,dx_mean,dx_std
y299p652_z99p858,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,998.58295,6.1035156e-05,100.0,0.0
y30p075_z115p237,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,1152.3649,0.00012207031,100.0,0.0
y30p075_z130p615,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,1306.1471,0.00012207031,100.0,0.0
y30p075_z145p993,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,1459.929,0.0,100.0,0.0
y30p075_z161p371,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,1613.711,0.0,100.0,0.0
y30p075_z176p749,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,1767.493,0.0,100.0,0.0
y30p075_z192p127,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,1921.2749,0.00012207031,100.0,0.0
y30p075_z207p506,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,2075.0566,0.00024414062,100.0,0.0
y30p075_z222p884,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,2228.8389,0.00024414062,100.0,0.0
y30p075_z22p967,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,229.67299,1.5258789e-05,100.0,0.0
y30p075_z38p346,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,383.455,0.0,100.0,0.0
y30p075_z53p724,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,537.23694,6.1035156e-05,100.0,0.0
y30p075_z69p102,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,691.01904,6.1035156e-05,100.0,0.0
y30p075_z7p589,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,75.89101,7.6293945e-06,100.0,0.0
y30p075_z84p480,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,844.801,0.0,100.0,0.0
y30p075_z99p858,34,100.0,3400.0,1750.0,981.07086,300.747,0.0,998.58295,6.1035156e-05,100.0,0.0
y314p628_z115p237,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,1152.3649,0.00012207031,100.0,0.0
y314p628_z130p615,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,1306.1471,0.00012207031,100.0,0.0
y314p628_z145p993,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,1459.929,0.0,100.0,0.0
y314p628_z161p371,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,1613.711,0.0,100.0,0.0
y314p628_z176p749,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,1767.493,0.0,100.0,0.0
y314p628_z192p127,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,1921.2749,0.00012207031,100.0,0.0
y314p628_z207p506,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,2075.0566,0.00024414062,100.0,0.0
y314p628_z222p884,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,2228.8389,0.00024414062,100.0,0.0
y314p628_z22p967,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,229.67299,1.5258789e-05,100.0,0.0
y314p628_z38p346,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,383.455,0.0,100.0,0.0
y314p628_z53p724,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,537.23694,6.1035156e-05,100.0,0.0
y314p628_z69p102,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,691.01904,6.1035156e-05,100.0,0.0
y314p628_z7p589,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,75.89101,7.6293945e-06,100.0,0.0
y314p628_z84p480,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,844.801,0.0,100.0,0.0
y314p628_z99p858,34,100.0,3400.0,1750.0,981.07086,3146.282,0.0,998.58295,6.1035156e-05,100.0,0.0
y329p605_z115p237,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,1152.3649,0.00012207031,100.0,0.0
y329p605_z130p615,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,1306.1471,0.00012207031,100.0,0.0
y329p605_z145p993,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,1459.929,0.0,100.0,0.0
y329p605_z161p371,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,1613.711,0.0,100.0,0.0
y329p605_z176p749,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,1767.493,0.0,100.0,0.0
y329p605_z192p127,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,1921.2749,0.00012207031,100.0,0.0
y329p605_z207p506,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,2075.0566,0.00024414062,100.0,0.0
y329p605_z222p884,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,2228.8389,0.00024414062,100.0,0.0
y329p605_z22p967,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,229.67299,1.5258789e-05,100.0,0.0
y329p605_z38p346,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,383.455,0.0,100.0,0.0
y329p605_z53p724,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,537.23694,6.1035156e-05,100.0,0.0
y329p605_z69p102,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,691.01904,6.1035156e-05,100.0,0.0
y329p605_z7p589,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,75.89101,7.6293945e-06,100.0,0.0
y329p605_z84p480,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,844.801,0.0,100.0,0.0
y329p605_z99p858,34,100.0,3400.0,1750.0,981.07086,3296.047,0.0,998.58295,6.1035156e-05,100.0,0.0
y344p581_z115p237,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,1152.3649,0.00012207031,100.0,0.0
y344p581_z130p615,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,1306.1471,0.00012207031,100.0,0.0
y344p581_z145p993,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,1459.929,0.0,100.0,0.0
y344p581_z161p371,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,1613.711,0.0,100.0,0.0
y344p581_z176p749,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,1767.493,0.0,100.0,0.0
y344p581_z192p127,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,1921.2749,0.00012207031,100.0,0.0
y344p581_z207p506,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,2075.0566,0.00024414062,100.0,0.0
y344p581_z222p884,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,2228.8389,0.00024414062,100.0,0.0
y344p581_z22p967,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,229.67299,1.5258789e-05,100.0,0.0
y344p581_z38p346,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,383.455,0.0,100.0,0.0
y344p581_z53p724,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,537.23694,6.1035156e-05,100.0,0.0
y344p581_z69p102,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,691.01904,6.1035156e-05,100.0,0.0
y344p581_z7p589,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,75.89101,7.6293945e-06,100.0,0.0
y344p581_z84p480,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,844.801,0.0,100.0,0.0
y344p581_z99p858,34,100.0,3400.0,1750.0,981.07086,3445.812,0.0,998.58295,6.1035156e-05,100.0,0.0
y359p558_z115p237,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,1152.3649,0.00012207031,100.0,0.0
y359p558_z130p615,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,1306.1471,0.00012207031,100.0,0.0
y359p558_z145p993,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,1459.929,0.0,100.0,0.0
y359p558_z161p371,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,1613.711,0.0,100.0,0.0
y359p558_z176p749,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,1767.493,0.0,100.0,0.0
y359p558_z192p127,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,1921.2749,0.00012207031,100.0,0.0
y359p558_z207p506,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,2075.0566,0.00024414062,100.0,0.0
y359p558_z222p884,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,2228.8389,0.00024414062,100.0,0.0
y359p558_z22p967,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,229.67299,1.5258789e-05,100.0,0.0
y359p558_z38p346,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,383.455,0.0,100.0,0.0
y359p558_z53p724,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,537.23694,6.1035156e-05,100.0,0.0
y359p558_z69p102,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,691.01904,6.1035156e-05,100.0,0.0
y359p558_z7p589,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,75.89101,7.6293945e-06,100.0,0.0
y359p558_z84p480,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,844.801,0.0,100.0,0.0
y359p558_z99p858,34,100.0,3400.0,1750.0,981.07086,3595.577,0.0,998.58295,6.1035156e-05,100.0,0.0
y374p534_z115p237,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,1152.3649,0.00012207031,100.0,0.0
y374p534_z130p615,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,1306.1471,0.00012207031,100.0,0.0
y374p534_z145p993,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,1459.929,0.0,100.0,0.0
y374p534_z161p371,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,1613.711,0.0,100.0,0.0
y374p534_z176p749,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,1767.493,0.0,100.0,0.0
y374p534_z192p127,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,1921.2749,0.00012207031,100.0,0.0
y374p534_z207p506,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,2075.0566,0.00024414062,100.0,0.0
y374p534_z222p884,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,2228.8389,0.00024414062,100.0,0.0
y374p534_z22p967,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,229.67299,1.5258789e-05,100.0,0.0
y374p534_z38p346,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,383.455,0.0,100.0,0.0
y374p534_z53p724,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,537.23694,6.1035156e-05,100.0,0.0
y374p534_z69p102,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,691.01904,6.1035156e-05,100.0,0.0
y374p534_z7p589,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,75.89101,7.6293945e-06,100.0,0.0
y374p534_z84p480,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,844.801,0.0,100.0,0.0
y374p534_z99p858,34,100.0,3400.0,1750.0,981.07086,3745.342,0.0,998.58295,6.1035156e-05,100.0,0.0
y389p511_z115p237,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,1152.3649,0.00012207031,100.0,0.0
y389p511_z130p615,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,1306.1471,0.00012207031,100.0,0.0
y389p511_z145p993,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,1459.929,0.0,100.0,0.0
y389p511_z161p371,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,1613.711,0.0,100.0,0.0
y389p511_z176p749,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,1767.493,0.0,100.0,0.0
y389p511_z192p127,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,1921.2749,0.00012207031,100.0,0.0
y389p511_z207p506,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,2075.0566,0.00024414062,100.0,0.0
y389p511_z222p884,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,2228.8389,0.00024414062,100.0,0.0
y389p511_z22p967,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,229.67299,1.5258789e-05,100.0,0.0
y389p511_z38p346,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,383.455,0.0,100.0,0.0
y389p511_z53p724,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,537.23694,6.1035156e-05,100.0,0.0
y389p511_z69p102,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,691.01904,6.1035156e-05,100.0,0.0
y389p511_z7p589,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,75.89101,7.6293945e-06,100.0,0.0
y389p511_z84p480,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,844.801,0.0,100.0,0.0
y389p511_z99p858,34,100.0,3400.0,1750.0,981.07086,3895.1072,0.00024414062,998.58295,6.1035156e-05,100.0,0.0
y404p487_z115p237,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,1152.3649,0.00012207031,100.0,0.0
y404p487_z130p615,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,1306.1471,0.00012207031,100.0,0.0
y404p487_z145p993,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,1459.929,0.0,100.0,0.0
y404p487_z161p371,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,1613.711,0.0,100.0,0.0
y404p487_z176p749,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,1767.493,0.0,100.0,0.0
y404p487_z192p127,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,1921.2749,0.00012207031,100.0,0.0
y404p487_z207p506,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,2075.0566,0.00024414062,100.0,0.0
y404p487_z222p884,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,2228.8389,0.00024414062,100.0,0.0
y404p487_z22p967,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,229.67299,1.5258789e-05,100.0,0.0
y404p487_z38p346,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,383.455,0.0,100.0,0.0
y404p487_z53p724,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,537.23694,6.1035156e-05,100.0,0.0
y404p487_z69p102,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,691.01904,6.1035156e-05,100.0,0.0
y404p487_z7p589,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,75.89101,7.6293945e-06,100.0,0.0
y404p487_z84p480,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,844.801,0.0,100.0,0.0
y404p487_z99p858,34,100.0,3400.0,1750.0,981.07086,4044.8723,0.00024414062,998.58295,6.1035156e-05,100.0,0.0
y419p464_z115p237,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,1152.3649,0.00012207031,100.0,0.0
y419p464_z130p615,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,1306.1471,0.00012207031,100.0,0.0
y419p464_z145p993,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,1459.929,0.0,100.0,0.0
y419p464_z161p371,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,1613.711,0.0,100.0,0.0
y419p464_z176p749,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,1767.493,0.0,100.0,0.0
y419p464_z192p127,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,1921.2749,0.00012207031,100.0,0.0
y419p464_z207p506,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,2075.0566,0.00024414062,100.0,0.0
y419p464_z222p884,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,2228.8389,0.00024414062,100.0,0.0
y419p464_z22p967,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,229.67299,1.5258789e-05,100.0,0.0
y419p464_z38p346,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,383.455,0.0,100.0,0.0
y419p464_z53p724,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,537.23694,6.1035156e-05,100.0,0.0
y419p464_z69p102,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,691.01904,6.1035156e-05,100.0,0.0
y419p464_z7p589,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,75.89101,7.6293945e-06,100.0,0.0
y419p464_z84p480,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,844.801,0.0,100.0,0.0
y419p464_z99p858,34,100.0,3400.0,1750.0,981.07086,4194.637,0.0,998.58295,6.1035156e-05,100.0,0.0
y434p440_z115p237,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,1152.3649,0.00012207031,100.0,0.0
y434p440_z130p615,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,1306.1471,0.00012207031,100.0,0.0
y434p440_z145p993,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,1459.929,0.0,100.0,0.0
y434p440_z161p371,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,1613.711,0.0,100.0,0.0
y434p440_z176p749,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,1767.493,0.0,100.0,0.0
y434p440_z192p127,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,1921.2749,0.00012207031,100.0,0.0
y434p440_z207p506,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,2075.0566,0.00024414062,100.0,0.0
y434p440_z222p884,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,2228.8389,0.00024414062,100.0,0.0
y434p440_z22p967,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,229.67299,1.5258789e-05,100.0,0.0
y434p440_z38p346,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,383.455,0.0,100.0,0.0
y434p440_z53p724,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,537.23694,6.1035156e-05,100.0,0.0
y434p440_z69p102,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,691.01904,6.1035156e-05,100.0,0.0
y434p440_z7p589,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,75.89101,7.6293945e-06,100.0,0.0
y434p440_z84p480,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,844.801,0.0,100.0,0.0
y434p440_z99p858,34,100.0,3400.0,1750.0,981.07086,4344.403,0.0,998.58295,6.1035156e-05,100.0,0.0
y449p417_z115p237,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,1152.3649,0.00012207031,100.0,0.0
y449p417_z130p615,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,1306.1471,0.00012207031,100.0,0.0
y449p417_z145p993,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,1459.929,0.0,100.0,0.0
y449p417_z161p371,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,1613.711,0.0,100.0,0.0
y449p417_z176p749,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,1767.493,0.0,100.0,0.0
y449p417_z192p127,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,1921.2749,0.00012207031,100.0,0.0
y449p417_z207p506,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,2075.0566,0.00024414062,100.0,0.0
y449p417_z222p884,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,2228.8389,0.00024414062,100.0,0.0
y449p417_z22p967,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,229.67299,1.5258789e-05,100.0,0.0
y449p417_z38p346,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,383.455,0.0,100.0,0.0
y449p417_z53p724,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,537.23694,6.1035156e-05,100.0,0.0
y449p417_z69p102,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,691.01904,6.1035156e-05,100.0,0.0
y449p417_z7p589,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,75.89101,7.6293945e-06,100.0,0.0
y449p417_z84p480,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,844.801,0.0,100.0,0.0
y449p417_z99p858,34,100.0,3400.0,1750.0,981.07086,4494.1675,0.00048828125,998.58295,6.1035156e-05,100.0,0.0
y45p051_z115p237,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,1152.3649,0.00012207031,100.0,0.0
y45p051_z130p615,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,1306.1471,0.00012207031,100.0,0.0
y45p051_z145p993,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,1459.929,0.0,100.0,0.0
y45p051_z161p371,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,1613.711,0.0,100.0,0.0
y45p051_z176p749,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,1767.493,0.0,100.0,0.0
y45p051_z192p127,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,1921.2749,0.00012207031,100.0,0.0
y45p051_z207p506,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,2075.0566,0.00024414062,100.0,0.0
y45p051_z222p884,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,2228.8389,0.00024414062,100.0,0.0
y45p051_z22p967,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,229.67299,1.5258789e-05,100.0,0.0
y45p051_z38p346,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,383.455,0.0,100.0,0.0
y45p051_z53p724,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,537.23694,6.1035156e-05,100.0,0.0
y45p051_z69p102,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,691.01904,6.1035156e-05,100.0,0.0
y45p051_z7p589,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,75.89101,7.6293945e-06,100.0,0.0
y45p051_z84p480,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,844.801,0.0,100.0,0.0
y45p051_z99p858,34,100.0,3400.0,1750.0,981.07086,450.51196,3.0517578e-05,998.58295,6.1035156e-05,100.0,0.0
y464p393_z115p237,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,1152.3649,0.00012207031,100.0,0.0
y464p393_z130p615,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,1306.1471,0.00012207031,100.0,0.0
y464p393_z145p993,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,1459.929,0.0,100.0,0.0
y464p393_z161p371,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,1613.711,0.0,100.0,0.0
y464p393_z176p749,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,1767.493,0.0,100.0,0.0
y464p393_z192p127,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,1921.2749,0.00012207031,100.0,0.0
y464p393_z207p506,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,2075.0566,0.00024414062,100.0,0.0
y464p393_z222p884,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,2228.8389,0.00024414062,100.0,0.0
y464p393_z22p967,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,229.67299,1.5258789e-05,100.0,0.0
y464p393_z38p346,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,383.455,0.0,100.0,0.0
y464p393_z53p724,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,537.23694,6.1035156e-05,100.0,0.0
y464p393_z69p102,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,691.01904,6.1035156e-05,100.0,0.0
y464p393_z7p589,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,75.89101,7.6293945e-06,100.0,0.0
y464p393_z84p480,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,844.801,0.0,100.0,0.0
y464p393_z99p858,34,100.0,3400.0,1750.0,981.07086,4643.9326,0.00048828125,998.58295,6.1035156e-05,100.0,0.0
y479p370_z115p237,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,1152.3649,0.00012207031,100.0,0.0
y479p370_z130p615,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,1306.1471,0.00012207031,100.0,0.0
y479p370_z145p993,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,1459.929,0.0,100.0,0.0
y479p370_z161p371,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,1613.711,0.0,100.0,0.0
y479p370_z176p749,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,1767.493,0.0,100.0,0.0
y479p370_z192p127,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,1921.2749,0.00012207031,100.0,0.0
y479p370_z207p506,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,2075.0566,0.00024414062,100.0,0.0
y479p370_z222p884,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,2228.8389,0.00024414062,100.0,0.0
y479p370_z22p967,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,229.67299,1.5258789e-05,100.0,0.0
y479p370_z38p346,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,383.455,0.0,100.0,0.0
y479p370_z53p724,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,537.23694,6.1035156e-05,100.0,0.0
y479p370_z69p102,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,691.01904,6.1035156e-05,100.0,0.0
y479p370_z7p589,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,75.89101,7.6293945e-06,100.0,0.0
y479p370_z84p480,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,844.801,0.0,100.0,0.0
y479p370_z99p858,34,100.0,3400.0,1750.0,981.07086,4793.6987,0.00048828125,998.58295,6.1035156e-05,100.0,0.0
y494p346_z115p237,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,1152.3649,0.00012207031,100.0,0.0
y494p346_z130p615,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,1306.1471,0.00012207031,100.0,0.0
y494p346_z145p993,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,1459.929,0.0,100.0,0.0
y494p346_z161p371,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,1613.711,0.0,100.0,0.0
y494p346_z176p749,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,1767.493,0.0,100.0,0.0
y494p346_z192p127,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,1921.2749,0.00012207031,100.0,0.0
y494p346_z207p506,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,2075.0566,0.00024414062,100.0,0.0
y494p346_z222p884,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,2228.8389,0.00024414062,100.0,0.0
y494p346_z22p967,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,229.67299,1.5258789e-05,100.0,0.0
y494p346_z38p346,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,383.455,0.0,100.0,0.0
y494p346_z53p724,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,537.23694,6.1035156e-05,100.0,0.0
y494p346_z69p102,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,691.01904,6.1035156e-05,100.0,0.0
y494p346_z7p589,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,75.89101,7.6293945e-06,100.0,0.0
y494p346_z84p480,34,100.0,3400.0,1750.0,981.07086,4943.4624,0.00048828125,844.801,0.0,100.0,0.0
