region,n,x_min,x_max,x_mean,x_std,y_mean,y_std,z_mean,z_std,dx_mean,dx_std
y119p934_z192p127,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,1921.2749,0.00012207031,100.0,0.0
y119p934_z207p506,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,2075.0566,0.00024414062,100.0,0.0
y119p934_z222p884,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,2228.8389,0.00024414062,100.0,0.0
y119p934_z22p967,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,229.67299,1.5258789e-05,100.0,0.0
y119p934_z38p346,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,383.455,0.0,100.0,0.0
y119p934_z53p724,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,537.23694,6.1035156e-05,100.0,0.0
y119p934_z69p102,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,691.01904,6.1035156e-05,100.0,0.0
y119p934_z7p589,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,75.89101,7.6293945e-06,100.0,0.0
y119p934_z84p480,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,844.801,0.0,100.0,0.0
y119p934_z99p858,34,100.0,3400.0,1750.0,981.07086,1199.3369,0.00012207031,998.58295,6.1035156e-05,100.0,0.0
y134p910_z115p237,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,1152.3649,0.00012207031,100.0,0.0
y134p910_z130p615,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,1306.1471,0.00012207031,100.0,0.0
y134p910_z145p993,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,1459.929,0.0,100.0,0.0
y134p910_z161p371,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,1613.711,0.0,100.0,0.0
y134p910_z176p749,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,1767.493,0.0,100.0,0.0
y134p910_z192p127,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,1921.2749,0.00012207031,100.0,0.0
y134p910_z207p506,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,2075.0566,0.00024414062,100.0,0.0
y134p910_z222p884,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,2228.8389,0.00024414062,100.0,0.0
y134p910_z22p967,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,229.67299,1.5258789e-05,100.0,0.0
y134p910_z38p346,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,383.455,0.0,100.0,0.0
y134p910_z53p724,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,537.23694,6.1035156e-05,100.0,0.0
y134p910_z69p102,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,691.01904,6.1035156e-05,100.0,0.0
y134p910_z7p589,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,75.89101,7.6293945e-06,100.0,0.0
y134p910_z84p480,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,844.801,0.0,100.0,0.0
y134p910_z99p858,34,100.0,3400.0,1750.0,981.07086,1349.102,0.0,998.58295,6.1035156e-05,100.0,0.0
y149p887_z115p237,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,1152.3649,0.00012207031,100.0,0.0
y149p887_z130p615,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,1306.1471,0.00012207031,100.0,0.0
y149p887_z145p993,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,1459.929,0.0,100.0,0.0
y149p887_z161p371,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,1613.711,0.0,100.0,0.0
y149p887_z176p749,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,1767.493,0.0,100.0,0.0
y149p887_z192p127,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,1921.2749,0.00012207031,100.0,0.0
y149p887_z207p506,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,2075.0566,0.00024414062,100.0,0.0
y149p887_z222p884,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,2228.8389,0.00024414062,100.0,0.0
y149p887_z22p967,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,229.67299,1.5258789e-05,100.0,0.0
y149p887_z38p346,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,383.455,0.0,100.0,0.0
y149p887_z53p724,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,537.23694,6.1035156e-05,100.0,0.0
y149p887_z69p102,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,691.01904,6.1035156e-05,100.0,0.0
y149p887_z7p589,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,75.89101,7.6293945e-06,100.0,0.0
y149p887_z84p480,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,844.801,0.0,100.0,0.0
y149p887_z99p858,34,100.0,3400.0,1750.0,981.07086,1498.867,0.0,998.58295,6.1035156e-05,100.0,0.0
y15p098_z115p237,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,1152.3649,0.00012207031,100.0,0.0
y15p098_z130p615,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,1306.1471,0.00012207031,100.0,0.0
y15p098_z145p993,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,1459.929,0.0,100.0,0.0
y15p098_z161p371,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,1613.711,0.0,100.0,0.0
y15p098_z176p749,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,1767.493,0.0,100.0,0.0
y15p098_z192p127,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,1921.2749,0.00012207031,100.0,0.0
y15p098_z207p506,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,2075.0566,0.00024414062,100.0,0.0
y15p098_z222p884,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,2228.8389,0.00024414062,100.0,0.0
y15p098_z22p967,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,229.67299,1.5258789e-05,100.0,0.0
y15p098_z38p346,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,383.455,0.0,100.0,0.0
y15p098_z53p724,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,537.23694,6.1035156e-05,100.0,0.0
y15p098_z69p102,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,691.01904,6.1035156e-05,100.0,0.0
y15p098_z7p589,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,75.89101,7.6293945e-06,100.0,0.0
y15p098_z84p480,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,844.801,0.0,100.0,0.0
y15p098_z99p858,34,100.0,3400.0,1750.0,981.07086,150.982,0.0,998.58295,6.1035156e-05,100.0,0.0
y164p863_z115p237,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,1152.3649,0.00012207031,100.0,0.0
y164p863_z130p615,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,1306.1471,0.00012207031,100.0,0.0
y164p863_z145p993,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,1459.929,0.0,100.0,0.0
y164p863_z161p371,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,1613.711,0.0,100.0,0.0
y164p863_z176p749,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,1767.493,0.0,100.0,0.0
y164p863_z192p127,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,1921.2749,0.00012207031,100.0,0.0
y164p863_z207p506,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,2075.0566,0.00024414062,100.0,0.0
y164p863_z222p884,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,2228.8389,0.00024414062,100.0,0.0
y164p863_z22p967,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,229.67299,1.5258789e-05,100.0,0.0
y164p863_z38p346,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,383.455,0.0,100.0,0.0
y164p863_z53p724,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,537.23694,6.1035156e-05,100.0,0.0
y164p863_z69p102,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,691.01904,6.1035156e-05,100.0,0.0
y164p863_z7p589,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,75.89101,7.6293945e-06,100.0,0.0
y164p863_z84p480,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,844.801,0.0,100.0,0.0
y164p863_z99p858,34,100.0,3400.0,1750.0,981.07086,1648.632,0.0,998.58295,6.1035156e-05,100.0,0.0
y179p840_z115p237,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,1152.3649,0.00012207031,100.0,0.0
y179p840_z130p615,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,1306.1471,0.00012207031,100.0,0.0
y179p840_z145p993,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,1459.929,0.0,100.0,0.0
y179p840_z161p371,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,1613.711,0.0,100.0,0.0
y179p840_z176p749,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,1767.493,0.0,100.0,0.0
y179p840_z192p127,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,1921.2749,0.00012207031,100.0,0.0
y179p840_z207p506,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,2075.0566,0.00024414062,100.0,0.0
y179p840_z222p884,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,2228.8389,0.00024414062,100.0,0.0
y179p840_z22p967,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,229.67299,1.5258789e-05,100.0,0.0
y179p840_z38p346,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,383.455,0.0,100.0,0.0
y179p840_z53p724,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,537.23694,6.1035156e-05,100.0,0.0
y179p840_z69p102,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,691.01904,6.1035156e-05,100.0,0.0
y179p840_z7p589,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,75.89101,7.6293945e-06,100.0,0.0
y179p840_z84p480,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,844.801,0.0,100.0,0.0
y179p840_z99p858,34,100.0,3400.0,1750.0,981.07086,1798.3971,0.00012207031,998.58295,6.1035156e-05,100.0,0.0
y194p816_z115p237,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,1152.3649,0.00012207031,100.0,0.0
y194p816_z130p615,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,1306.1471,0.00012207031,100.0,0.0
y194p816_z145p993,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,1459.929,0.0,100.0,0.0
y194p816_z161p371,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,1613.711,0.0,100.0,0.0
y194p816_z176p749,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,1767.493,0.0,100.0,0.0
y194p816_z192p127,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,1921.2749,0.00012207031,100.0,0.0
y194p816_z207p506,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,2075.0566,0.00024414062,100.0,0.0
y194p816_z222p884,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,2228.8389,0.00024414062,100.0,0.0
y194p816_z22p967,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,229.67299,1.5258789e-05,100.0,0.0
y194p816_z38p346,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,383.455,0.0,100.0,0.0
y194p816_z53p724,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,537.23694,6.1035156e-05,100.0,0.0
y194p816_z69p102,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,691.01904,6.1035156e-05,100.0,0.0
y194p816_z7p589,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,75.89101,7.6293945e-06,100.0,0.0
y194p816_z84p480,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,844.801,0.0,100.0,0.0
y194p816_z99p858,34,100.0,3400.0,1750.0,981.07086,1948.162,0.0,998.58295,6.1035156e-05,100.0,0.0
y209p793_z115p237,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,1152.3649,0.00012207031,100.0,0.0
y209p793_z130p615,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,1306.1471,0.00012207031,100.0,0.0
y209p793_z145p993,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,1459.929,0.0,100.0,0.0
y209p793_z161p371,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,1613.711,0.0,100.0,0.0
y209p793_z176p749,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,1767.493,0.0,100.0,0.0
y209p793_z192p127,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,1921.2749,0.00012207031,100.0,0.0
y209p793_z207p506,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,2075.0566,0.00024414062,100.0,0.0
y209p793_z222p884,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,2228.8389,0.00024414062,100.0,0.0
y209p793_z22p967,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,229.67299,1.5258789e-05,100.0,0.0
y209p793_z38p346,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,383.455,0.0,100.0,0.0
y209p793_z53p724,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,537.23694,6.1035156e-05,100.0,0.0
y209p793_z69p102,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,691.01904,6.1035156e-05,100.0,0.0
y209p793_z7p589,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,75.89101,7.6293945e-06,100.0,0.0
y209p793_z84p480,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,844.801,0.0,100.0,0.0
y209p793_z99p858,34,100.0,3400.0,1750.0,981.07086,2097.9272,0.00024414062,998.58295,6.1035156e-05,100.0,0.0
y224p769_z115p237,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,1152.3649,0.00012207031,100.0,0.0
y224p769_z130p615,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,1306.1471,0.00012207031,100.0,0.0
y224p769_z145p993,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,1459.929,0.0,100.0,0.0
y224p769_z161p371,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,1613.711,0.0,100.0,0.0
y224p769_z176p749,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,1767.493,0.0,100.0,0.0
y224p769_z192p127,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,1921.2749,0.00012207031,100.0,0.0
y224p769_z207p506,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,2075.0566,0.00024414062,100.0,0.0
y224p769_z222p884,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,2228.8389,0.00024414062,100.0,0.0
y224p769_z22p967,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,229.67299,1.5258789e-05,100.0,0.0
y224p769_z38p346,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,383.455,0.0,100.0,0.0
y224p769_z53p724,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,537.23694,6.1035156e-05,100.0,0.0
y224p769_z69p102,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,691.01904,6.1035156e-05,100.0,0.0
y224p769_z7p589,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,75.89101,7.6293945e-06,100.0,0.0
y224p769_z84p480,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,844.801,0.0,100.0,0.0
y224p769_z99p858,34,100.0,3400.0,1750.0,981.07086,2247.6921,0.00024414062,998.58295,6.1035156e-05,100.0,0.0
y239p746_z115p237,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,1152.3649,0.00012207031,100.0,0.0
y239p746_z130p615,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,1306.1471,0.00012207031,100.0,0.0
y239p746_z145p993,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,1459.929,0.0,100.0,0.0
y239p746_z161p371,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,1613.711,0.0,100.0,0.0
y239p746_z176p749,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,1767.493,0.0,100.0,0.0
y239p746_z192p127,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,1921.2749,0.00012207031,100.0,0.0
y239p746_z207p506,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,2075.0566,0.00024414062,100.0,0.0
y239p746_z222p884,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,2228.8389,0.00024414062,100.0,0.0
y239p746_z22p967,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,229.67299,1.5258789e-05,100.0,0.0
y239p746_z38p346,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,383.455,0.0,100.0,0.0
y239p746_z53p724,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,537.23694,6.1035156e-05,100.0,0.0
y239p746_z69p102,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,691.01904,6.1035156e-05,100.0,0.0
y239p746_z7p589,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,75.89101,7.6293945e-06,100.0,0.0
y239p746_z84p480,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,844.801,0.0,100.0,0.0
y239p746_z99p858,34,100.0,3400.0,1750.0,981.07086,2397.4568,0.00024414062,998.58295,6.1035156e-05,100.0,0.0
y254p722_z115p237,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,1152.3649,0.00012207031,100.0,0.0
y254p722_z130p615,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,1306.1471,0.00012207031,100.0,0.0
y254p722_z145p993,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,1459.929,0.0,100.0,0.0
y254p722_z161p371,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,1613.711,0.0,100.0,0.0
y254p722_z176p749,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,1767.493,0.0,100.0,0.0
y254p722_z192p127,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,1921.2749,0.00012207031,100.0,0.0
y254p722_z207p506,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,2075.0566,0.00024414062,100.0,0.0
y254p722_z222p884,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,2228.8389,0.00024414062,100.0,0.0
y254p722_z22p967,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,229.67299,1.5258789e-05,100.0,0.0
y254p722_z38p346,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,383.455,0.0,100.0,0.0
y254p722_z53p724,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,537.23694,6.1035156e-05,100.0,0.0
y254p722_z69p102,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,691.01904,6.1035156e-05,100.0,0.0
y254p722_z7p589,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,75.89101,7.6293945e-06,100.0,0.0
y254p722_z84p480,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,844.801,0.0,100.0,0.0
y254p722_z99p858,34,100.0,3400.0,1750.0,981.07086,2547.2217,0.00024414062,998.58295,6.1035156e-05,100.0,0.0
y269p699_z115p237,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,1152.3649,0.00012207031,100.0,0.0
y269p699_z130p615,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,1306.1471,0.00012207031,100.0,0.0
y269p699_z145p993,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,1459.929,0.0,100.0,0.0
y269p699_z161p371,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,1613.711,0.0,100.0,0.0
y269p699_z176p749,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,1767.493,0.0,100.0,0.0
y269p699_z192p127,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,1921.2749,0.00012207031,100.0,0.0
y269p699_z207p506,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,2075.0566,0.00024414062,100.0,0.0
y269p699_z222p884,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,2228.8389,0.00024414062,100.0,0.0
y269p699_z22p967,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,229.67299,1.5258789e-05,100.0,0.0
y269p699_z38p346,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,383.455,0.0,100.0,0.0
y269p699_z53p724,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,537.23694,6.1035156e-05,100.0,0.0
y269p699_z69p102,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,691.01904,6.1035156e-05,100.0,0.0
y269p699_z7p589,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,75.89101,7.6293945e-06,100.0,0.0
y269p699_z84p480,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,844.801,0.0,100.0,0.0
y269p699_z99p858,34,100.0,3400.0,1750.0,981.07086,2696.9868,0.00024414062,998.58295,6.1035156e-05,100.0,0.0
y284p675_z115p237,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,1152.3649,0.00012207031,100.0,0.0
y284p675_z130p615,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,1306.1471,0.00012207031,100.0,0.0
y284p675_z145p993,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,1459.929,0.0,100.0,0.0
y284p675_z161p371,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,1613.711,0.0,100.0,0.0
y284p675_z176p749,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,1767.493,0.0,100.0,0.0
y284p675_z192p127,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,1921.2749,0.00012207031,100.0,0.0
y284p675_z207p506,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,2075.0566,0.00024414062,100.0,0.0
y284p675_z222p884,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,2228.8389,0.00024414062,100.0,0.0
y284p675_z22p967,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,229.67299,1.5258789e-05,100.0,0.0
y284p675_z38p346,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,383.455,0.0,100.0,0.0
y284p675_z53p724,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,537.23694,6.1035156e-05,100.0,0.0
y284p675_z69p102,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,691.01904,6.1035156e-05,100.0,0.0
y284p675_z7p589,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,75.89101,7.6293945e-06,100.0,0.0
y284p675_z84p480,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,844.801,0.0,100.0,0.0
y284p675_z99p858,34,100.0,3400.0,1750.0,981.07086,2846.752,0.0,998.58295,6.1035156e-05,100.0,0.0
y299p652_z115p237,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,1152.3649,0.00012207031,100.0,0.0
y299p652_z130p615,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,1306.1471,0.00012207031,100.0,0.0
y299p652_z145p993,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,1459.929,0.0,100.0,0.0
y299p652_z161p371,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,1613.711,0.0,100.0,0.0
y299p652_z176p749,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,1767.493,0.0,100.0,0.0
y299p652_z192p127,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,1921.2749,0.00012207031,100.0,0.0
y299p652_z207p506,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,2075.0566,0.00024414062,100.0,0.0
y299p652_z222p884,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,2228.8389,0.00024414062,100.0,0.0
y299p652_z22p967,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,229.67299,1.5258789e-05,100.0,0.0
y299p652_z38p346,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,383.455,0.0,100.0,0.0
y299p652_z53p724,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,537.23694,6.1035156e-05,100.0,0.0
y299p652_z69p102,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,691.01904,6.1035156e-05,100.0,0.0
y299p652_z7p589,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,75.89101,7.6293945e-06,100.0,0.0
y299p652_z84p480,34,100.0,3400.0,1750.0,981.07086,2996.517,0.0,844.801,0.0,100.0,0.0
