position,depo_index,blob_index,val,depo_x,depo_y,depo_z,blob_x,blob_y,blob_z,dx,dy,dz
depo044_x801mm,44,0,4789.6279296875,803.7621288993255,3000.0,1000.7070922851562,804.7067999999999,2998.4918986577704,999.8636047270405,0.9446711006744408,-1.5081013422295655,-0.8434875581157257
depo044_x801mm,44,1,30427.453125,801.2628837217262,3000.0,1000.7070922851562,801.5067999999997,3000.491847731548,999.3844454304023,0.24391627827344564,0.49184773154820505,-1.322646854753998
depo045_x800mm,45,0,30984.8984375,798.8035705541556,3000.0,1000.0,798.3067999999998,3000.491847731548,999.3844454304023,-0.4967705541557734,0.49184773154820505,-0.615554569597748
depo045_x800mm,45,1,5533.966796875,796.1591289422895,3000.0,1000.0,795.1068,3000.491847731548,999.3844454304023,-1.0523289422894777,0.49184773154820505,-0.615554569597748
depo046_x701mm,46,0,334.5357666015625,704.4817914751984,3000.0,1000.7070922851562,705.5067999999997,2994.4920020312034,999.8636049752981,1.025008524801251,-5.507997968796644,-0.8434873098581193
depo046_x701mm,46,1,22691.892578125,701.8502394757984,3000.0,1000.7070922851562,702.3067999999998,2998.4918986577704,999.8636047270405,0.4565605242014499,-1.5081013422295655,-0.8434875581157257
depo047_x700mm,47,0,34789.94140625,699.3730615238856,3000.0,1000.0,699.1068,2998.4918986577704,999.8636047270405,-0.26626152388553237,-1.5081013422295655,-0.13639527295947573
depo047_x700mm,47,1,11900.826171875,696.8478348361568,3000.0,1000.0,695.9067999999997,2998.4918986577704,999.8636047270405,-0.9410348361570868,-1.5081013422295655,-0.13639527295947573
depo048_x601mm,48,0,0.0,605.2198183909227,3000.0,1000.7070922851562,606.3067999999998,2998.491900178759,998.9052863820217,1.0869816090771565,-1.5080998212411032,-1.8018059031345501
depo048_x601mm,48,1,17080.58203125,602.4761272142678,3000.0,1000.7070922851562,603.1068,3000.491847731548,999.3844454304023,0.6306727857322585,0.49184773154820505,-1.322646854753998
depo049_x600mm,49,0,34957.140625,599.9355046471833,3000.0,1000.0,599.9067999999997,3000.491847731548,999.3844454304023,-0.02870464718353105,0.49184773154820505,-0.615554569597748
depo049_x600mm,49,1,18754.4609375,597.5098976753839,3000.0,1000.0,596.7067999999999,3000.491847731548,999.3844454304023,-0.8030976753839241,0.49184773154820505,-0.615554569597748
depo050_x501mm,50,0,9534.576171875,503.1379928798174,3000.0,1000.7070922851562,503.90679999999975,2998.4918986577704,999.8636047270405,0.7688071201823732,-1.5081013422295655,-0.8434875581157257
depo050_x501mm,50,1,32378.361328125,500.7083323945544,3000.0,1000.7070922851562,500.70679999999993,2998.4918986577704,999.8636047270405,-0.001532394554487837,-1.5081013422295655,-0.8434875581157257
depo051_x500mm,51,0,25481.357421875,498.1436789441118,3000.0,1000.0,497.50679999999966,2998.4918986577704,999.8636047270405,-0.6368789441121407,-1.5081013422295655,-0.13639527295947573
depo051_x500mm,51,1,2038.79443359375,495.38784826392066,3000.0,1000.0,494.30679999999984,3000.491847731548,999.3844454304021,-1.0810482639208203,0.49184773154820505,-0.6155545695978617
depo052_x401mm,52,0,4736.33837890625,403.82977242192555,3000.0,1000.7070922851562,404.70679999999993,3000.491847731548,999.3844454304021,0.8770275780743759,0.49184773154820505,-1.3226468547541117
depo052_x401mm,52,1,27913.140625,401.29024181031537,3000.0,1000.7070922851562,401.50679999999966,3002.4917968053264,998.905286133764,0.2165581896842923,2.4917968053264303,-1.8018061513922703
depo053_x400mm,53,0,29298.78125,398.7521970254288,3000.0,1000.0,398.30679999999984,3002.4917968053264,998.905286133764,-0.4453970254289743,2.4917968053264303,-1.0947138662360203
depo053_x400mm,53,1,5546.9619140625,396.09528386832835,3000.0,1000.0,395.1068,3000.491847731548,999.3844454304021,-0.9884838683283306,0.49184773154820505,-0.6155545695978617
depo053_x400mm,53,2,0.0,396.09528386832835,3000.0,1000.0,395.1068,2070.515881757927,1001.8243615667691,-0.9884838683283306,-929.4841182420728,1.8243615667690847
depo054_x301mm,54,0,1485.48876953125,304.5449659861938,3000.0,1000.7070922851562,305.50679999999966,3002.4917951109023,1001.2492262057701,0.9618340138058556,2.4917951109023306,0.5421339206138782
depo054_x301mm,54,1,22884.359375,301.8969616928857,3000.0,1000.7070922851562,302.30679999999984,2998.4918986577704,999.8636047270405,0.4098383071141143,-1.5081013422295655,-0.8434875581157257
depo055_x300mm,55,0,33060.4921875,299.3441541309153,3000.0,1000.0,299.1068,2998.4918986577704,999.8636047270405,-0.23735413091526425,-1.5081013422295655,-0.13639527295947573
depo055_x300mm,55,1,11229.443359375,296.7821489934772,3000.0,1000.0,295.90679999999975,2998.4918986577704,999.8636047270405,-0.8753489934774734,-1.5081013422295655,-0.13639527295947573
depo056_x201mm,56,0,0.0,205.27798052127991,3000.0,1000.7070922851562,206.30679999999984,2999.600433101684,996.4874216214496,1.0288194787199245,-0.3995668983161522,-4.219670663706665
depo056_x201mm,56,1,15964.298828125,202.5334857139037,3000.0,1000.7070922851562,203.10680000000002,3000.491847731548,999.3844454304023,0.5733142860963198,0.49184773154820505,-1.322646854753998
depo057_x200mm,57,0,32392.208984375,199.9323833163835,3000.0,1000.0,199.90679999999975,3000.491847731548,999.3844454304023,-0.025583316383745114,0.49184773154820505,-0.615554569597748
depo057_x200mm,57,1,17935.97265625,197.44618507644418,3000.0,1000.0,196.70679999999993,3000.491847731548,999.3844454304023,-0.7393850764442504,0.49184773154820505,-0.615554569597748
depo057_x200mm,57,2,644.826416015625,194.60983780181823,3000.0,1000.0,193.50679999999966,3000.0918580475554,1000.6742353477136,-1.103037801818573,0.09185804755543359,0.6742353477136476
depo058_x101mm,58,0,9039.56640625,103.19925051404198,3000.0,1000.7070922851562,103.90679999999975,2998.4918986577704,999.8636047270405,0.7075494859577702,-1.5081013422295655,-0.8434875581157257
depo058_x101mm,58,1,29863.9296875,100.70816998822602,3000.0,1000.7070922851562,100.70679999999993,2998.4918986577704,999.8636047270405,-0.0013699882260880258,-1.5081013422295655,-0.8434875581157257
depo059_x100mm,59,0,23756.7734375,98.0875397891673,3000.0,1000.0,97.50679999999966,2998.4918986577704,999.8636047270405,-0.5807397891676374,-1.5081013422295655,-0.13639527295947573
